Title,Address,Description,Price,Date added,Seller,Url
3 bedroom apartment for sale,"347 Byres Road, Glasgow, G12",An immediately impressive and immaculately presented three bedroom top floor apartment contained within an elegant sandstone tenement within the ever popular Dowanhill Area of the West End of Glasgow. The flat is superbly presented throughout and enjoys a really stylish interior with notable h...,"£350,000",Added on 18/06/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/109460177
2 bedroom detached bungalow for sale,"Netherview Road, Netherlee, Glasgow, G44 3XL","Set within the highly desirable Netherlee within the South Side is this extended 2/3 bedroom detached bungalow with driveway and garage. It is convenient for Clarkston Train Station, regular bus services, highly regarded schools and sports and recreational facilities.","£350,000",Reduced on 30/06/2021,"Joyce Heeps Homes, East Kilbride",www.rightmove.co.uk/properties/109460177
3 bedroom detached bungalow for sale,"Menock Road, Kings Park, Glasgow, G44 5SE","HD Video Available. A fantastic and immaculately presented detached bungalow located within this much sought after and convenient Kings Park location. Delivering exquisite enclosed garden grounds, a highly flexible layout to suit modern day family living, a large driveway with space for multiple...","£350,000",Added on 23/06/2021,"Clyde Property, Shawlands",www.rightmove.co.uk/properties/108906584
5 bedroom terraced house for sale,"Corrie Grove, Netherlee, Glasgow, G44",Traditional end terraced villa enjoying a quiet cul-de-sac location.,"£350,000",Added on 28/06/2021,"Corum, Clarkston",www.rightmove.co.uk/properties/108906584
3 bedroom ground floor flat for sale,"Plot 30 Fairfields, Meadow Road, Partick, G11 6HX","Fairfields is an exciting new development of 45 flats including a beautiful penthouse collection, situated in the popular and sought after West End of Glasgow.","£350,000",Added on 21/08/2020,"Corum, West End",www.rightmove.co.uk/properties/106461350
4 bedroom detached villa for sale,"20 Villafield Avenue, Bishopbriggs, G64 3JT","Presented to the market in super order throughout, this is a fantastic opportunity to purchase an extended detached villa which has been thoughtfully extended to provide an excellent family home, in an extremely popular residential area of Bishopbriggs.  EPC - C","£350,000",Added on 05/06/2021,"Pacitti Jones, Bishopbriggs",www.rightmove.co.uk/properties/106461350
4 bedroom detached house for sale,"Priorwood Road, Newton Mearns, Glasgow, G77 6ZZ","HD Video Available. Set within this admired pocket of Newton Mearns, this impressive detached villa is nestled towards the head of this quiet cul de sac and delivers enclosed garden grounds, internal garage, driveway parking and a flexible layout. Internally, the accommodation comprises of; entr...","£350,000",Added on 23/06/2021,"Clyde Property, Clarkston",www.rightmove.co.uk/properties/102113141
5 bedroom detached house for sale,133 Springhill Road ,CLOSING DATE 2 JULY 2021 AT 12 NOON STUNNING 5 BEDROOM HOME 2 ENSUITE SHOWER ROOMS COLVILLE STYLE HOUSE IMPRESSIVE ROOM SIZES FINISHED TO HIGH SPECIFICATION CLEAR OPEN VIEW TO THE FRONT TASTEFULLY PRESENTED MANY UPGRADES THROUGHOUT. ,"£350,000",Added on 11/06/2021,"The Estate Agency Company, Glasgow",www.rightmove.co.uk/properties/109774967
4 bedroom property for sale,"Aurs Road,
Barrhead,
Glasgow,
G78","4 BEDROOM home with BI-FOLD doors, designer kitchen with INTEGRATED APPLIANCES, integral GARAGE, EN-SUITE and downstairs WC and UTILITY","£349,995",Added on 21/05/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/108641255
4 bedroom detached house for sale,"Oakridge Road,
Bargeddie,
Glasgow,
G69","The Balmoral is a flexible four bedroom home offering an open-plan kitchen/dining room with a family area featuring French doors leading to the garden. The ground floor also hosts a generous lounge, study, utility room and WC. On the first floor you will find two double bedrooms with en suite s...","£349,995",Added on 10/06/2021,Barratt Homes,www.rightmove.co.uk/properties/108641255
4 bedroom semi-detached house for sale,"Holehouse Road, Eaglesham, Glasgow, G76",Fully refurbished semi detached house within level private gardens.,"£349,950",Added on 21/06/2021,"Corum, Newton Mearns",www.rightmove.co.uk/properties/107353505
4 bedroom detached villa for sale,"Garscadden Road, Glasgow, G15",Fantastic family home with spacious grounds and ample parking in the sough after location of Old Drumchapel. Close to local amenities and transport links.,"£349,000",Added on 16/06/2021,"National Property, Glasgow",www.rightmove.co.uk/properties/107353505
3 bedroom apartment for sale,"Milverton Road, Giffnock, Glasgow",A most substantial upper floor flat within an especially exclusive modern development. This apartment enjoys an excellent position set on the first floor(top) of the smaller block containing only five flats. The development features beautifully presented communal garden grou...,"£349,000",Reduced on 09/06/2021,"Rettie & Co, Newton Mearns",www.rightmove.co.uk/properties/80582553
3 bedroom terraced house for sale,"27 Ravenswood Drive, Waverley Park, G41 3QS",A beautifully presented traditional mid terraced villa offering a superb layout and attractive garden grounds with timber outhouse.,"£349,000",Added yesterday,"Corum, Shawlands",www.rightmove.co.uk/properties/80582553
4 bedroom detached house for sale,"Oakridge Road,
Bargeddie,
Glasgow,
G69","The Balmoral is a flexible four bedroom home offering an open-plan kitchen/dining room with a family area featuring French doors leading to the garden.
The ground floor also hosts a generous lounge, study, utility room and WC.
On the first floor you will find two double bedrooms with en suite sho...","£347,995",Added on 30/04/2021,Barratt Homes,www.rightmove.co.uk/properties/109196315
4 bedroom detached house for sale,"Auchinleck Road,
Glasgow,
G33","The Cullen is a stylish four bedroom home. The ground floor offers a generous lounge, an open-plan kitchen/dining area with French doors to the garden, a utility room and WC.
The first floor comprises four double bedrooms, with the main bedroom featuring an en suite shower room. A home office/stu...","£344,995",Added on 11/06/2021,Barratt Homes,www.rightmove.co.uk/properties/109196315
4 bedroom detached house for sale,"Pineta Drive, Thornton View, East Kilbride G74","Set within the prestigious Thornton View development is the Balmoral built by Barratt Homes. It is a 4/5 bedroom detached villa with multiple car driveway, detached garage and landscaped gardens, convenient for Hairmyres Train Station, regular bus services and the motorway network. ","£340,000",Reduced on 21/06/2021,"Joyce Heeps Homes, East Kilbride",www.rightmove.co.uk/properties/108934313
3 bedroom flat for sale,"35 Kelvin Court, Glasgow, G12","This spacious and flexible five apartment flat is situated on the first floor of the iconic art deco Kelvin Court, built in 1938. Tastefully upgraded and retaining many original features the property offers 3 double bedrooms, 2 public rooms, plenty of storage and 2 bathrooms. The ...","£340,000",Added on 29/02/2020,"Aberdein Considine, Byres Road",www.rightmove.co.uk/properties/108934313
4 bedroom property for sale,"Aurs Road,
Barrhead,
Glasgow,
G78",4 bedroom home features LIVING ROOM. KITCHEN with INTEGRATED APPLIANCES and BI-FOLDS. Master with FITTED WARDROBES and EN SUITE shower room. ,"£339,995",Added on 21/05/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/106948322
4 bedroom detached house for sale,"Boydstone Path,
Pollokshaws,
G43","This four-bedroom house is the perfect example of Persimmon's high standard of quality and attention to detail combined with stylish design. The Whithorn features a front aspect lounge with triple window, spacious and well equipped kitchen/dining room with French doors leading to the rear gard...","£339,995",Added on 17/06/2021,Persimmon Homes,www.rightmove.co.uk/properties/106948322
4 bedroom detached house for sale,"Redwood Drive, 
East Kilbride, 
GLASGOW, 
SOUTH LANARKSHIRE, 
G74","The Dunbar is an ideal four bedroom home great for a growing family or those looking for more space.
Entertain family and friends in the open-plan kitchen/dining room with French doors opening out to the garden, or relax in the spacious lounge at the front of the home.
A utility room and WC are a...","£336,995",Added on 23/05/2021,Barratt Homes,www.rightmove.co.uk/properties/109772564
4 bedroom detached house for sale,"Redwood Drive, 
East Kilbride, 
GLASGOW, 
SOUTH LANARKSHIRE, 
G74","A lovely sized detached family home. The Dunbar has plenty of space for all the family with an open-plan kitchen and dining area with French doors that lead out to the garden and a large lounge.
On the first floor you'll find four double bedrooms, an en suite to the main bedroom and a family bat...","£336,995",Added on 23/05/2021,Barratt Homes,www.rightmove.co.uk/properties/109772564
4 bedroom detached house for sale,"Redwood Drive, 
East Kilbride, 
GLASGOW, 
SOUTH LANARKSHIRE, 
G74","The Dunbar is a spacious four bedroom home. With a large lounge at the front and an open-plan kitchen/dining room with French doors leading to the rear garden, this is the perfect home for growing families.
There are four double bedrooms upstairs with the main bedroom benefiting from an en suite ...","£336,995",Added on 28/05/2021,Barratt Homes,www.rightmove.co.uk/properties/106222340
4 bedroom detached house for sale,"Broomfield Avenue , Newton Mearns , Glasgow, G77 5JR","HD Video Available. A delightful detached bungalow, providing flexible accommodation, set within this highly desirable pocket of Newton Mearns. The house is within beautifully kept established gardens which are mainly laid to lawn with peripheral shrub borders, with the rear gardens be...","£335,000",Added yesterday,"Clyde Property, Clarkston",www.rightmove.co.uk/properties/106222340
4 bedroom apartment for sale,"Wilton Street, North Kelvinside, Glasgow","This really substantial five apartment flat has a beautiful outlook to the rear and enjoys an incredibly popular and convenient location within the distract of North Kelvinside. This quite superb, spacious first floor flat is within a lovely blonde sandstone tenement building and to the rear are ...","£335,000",Added on 15/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/80592834
3 bedroom detached house for sale,"Limetree Crescent, Newton Mearns, Glasgow, G77",** CLOSING DATE - MONDAY 5TH JULY 2021 AT 12PM ** A traditional detached house enjoying outstanding open views over the surrounding district.,"£330,000",Added on 21/06/2021,"Corum, Newton Mearns",www.rightmove.co.uk/properties/80592834
3 bedroom detached bungalow for sale,"Broom Road East, Newton Mearns, Glasgow, G77","***VIDEO TOUR*** A Very Rarely Available 3 Bedroom Detached Bungalow With Gas Central Heating, Double Glazing, Good Size Breakfasting Kitchen, Excellent Storage Throughout, Detached Garage, Electric Door, Multicar Driveway, Landscaped Gardens, Viewing Advised.","£330,000",Added on 29/06/2021,"A B PROPERTY CONSULTANTS, Baillieston",www.rightmove.co.uk/properties/105543884
4 bedroom semi-detached house for sale,"Kirkvale Drive, Newton Mearns, Glasgow",A sizeable semi-detached villa with highly private garden grounds and an enviable central Newton Mearns setting. The property has been substantially extended to provide highly flexible accommodation formed over two levels comprising as follows: entrance hall leading to the front vestib...,"£330,000",Added on 11/06/2021,"Rettie & Co, Newton Mearns",www.rightmove.co.uk/properties/105543884
5 bedroom town house for sale,"Falcon Terrace, Glasgow, G20","***3D TOUR AVAILABLE***Elegantly designed and decorated, spacious five bedroom semi-detached townhouse located on a quiet tree lined cul-de-sac in the ever popular Maryhill Park area. Surrounded by an abundance of amenities and excellent location for any commuter. The outstanding family home ha...","£330,000",Added on 30/06/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/108228620
3 bedroom detached bungalow for sale,"Kirkintilloch, Glasgow, G66","A unique, detached bungalow which has been fully refurbished and is conveniently located for a host of amenities and transport links. This fabulous family home comprises a welcoming reception hall, spacious lounge, stylish open plan kitchen/dining room, three well proportioned bedrooms, attractiv...","£330,000",Added on 29/06/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/108228620
4 bedroom apartment for sale,"Kelvin Court, Kelvinside, Glasgow","This is one of the highly desirable and extremely spacious 6 apartment flats in the historic and extremely well known Kelvin Court, a wonderful art deco building set back from Great Western Road amidst its own mature gardens and occupying a really substantial plot with generous residents’ p...","£330,000",Added on 27/05/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/107353514
3 bedroom flat for sale,"Broomhill Drive, Glasgow, G11","Delighted to welcome to the market this ideally located main door/ground floor traditionally built flat in the sought after area of Broomhill Drive. This spacious home will be a smart buy for that winning bidder. Accessed from storm door, front door to generous hallway, kitchen/diner, living ro...","£330,000",Added on 28/02/2021,"Purplebricks, covering Glasgow",www.rightmove.co.uk/properties/109604333
4 bedroom semi-detached house for sale,"Campsie Gardens, Clarkston, GLASGOW","Occupying one of Clarkston's more sought-after post codes, this stunning family home has been sympathetically extended to now deliver a most impressive and balanced compliment of family accommodation.","£330,000",Added yesterday,"Allen & Harris, Clarkston Glasgow",www.rightmove.co.uk/properties/103447091
2 bedroom apartment for sale,"Southbrae Drive,
Glasgow,
G13",This beautiful 2-bedroom apartment enjoys thoughtful touches throughout designed to perfectly complement city living. High spec as standard and green parkland on your doorstep provide fantastic surroundings inside and out.,"£329,995",Added on 31/03/2021,CALA Homes,www.rightmove.co.uk/properties/103447091
3 bedroom apartment for sale,"3/2, 100 Crown Road North, Hyndland, Glasgow, G12",Excellently presented Victorian West End flat.,"£325,000",Added on 26/05/2021,"Savills, Glasgow",www.rightmove.co.uk/properties/109771766
2 bedroom flat for sale,"Milverton Road, Giffnock, Glasgow, G46",A beautiful flat within this much admired private development in Giffnock.,"£325,000",Added on 17/05/2021,"Corum, Newton Mearns",www.rightmove.co.uk/properties/109771766
3 bedroom flat for sale,"45 Drymen Road, Bearsden",Built in 1988 by Alfred Mcalpine Homes Lochside is a bespoke development of 15 apartments perfectly located on the banks of St Germains loch set in mature well stocked communal gardens regarded as one of the premier address's in the district minutes from all amenities. Rarely available this grou...,"£325,000",Added on 31/05/2021,"G & S Properties, Bearsden",www.rightmove.co.uk/properties/79388598
3 bedroom apartment for sale,"Mansionhouse Road, Langside, Glasgow","An exquisite, ground floor conversion forming part of this entirely unique development in Langside. Moray House was developed and refurbished by Imagine Developments circa 2006 and this stunning property occupies the ground floor of the original sandstone building. This means that you ...","£325,000",Added on 13/05/2021,"Rettie & Co, Shawlands",www.rightmove.co.uk/properties/79388598
3 bedroom flat for sale,"5 Mariscat Road, Pollokshields","This wonderful main door townflat combines traditional features complemented by sleek, contemporary finishes.","£325,000",Added on 15/06/2021,"Corum, Shawlands",www.rightmove.co.uk/properties/107654507
3 bedroom detached bungalow for sale,"Highfield Drive,Clarkston, G76",This charming detached bungalow is beautifully presented and offers superb family accommodation within the much admired Clarkston district. Sitting in a quiet residential spot just off Mearns Road this home is only a short walk from Clarkston Toll and a host of local facilities. ,"£325,000",Added on 29/06/2021,"PRP Properties, Glasgow",www.rightmove.co.uk/properties/107654507
3 bedroom end of terrace house for sale,"Ormiston Avenue, Scotstoun, G14 9EL",This fabulous three-bedroom Edwardian end terraced villa is located within the ever-popular Scotstoun area and is ideally positioned for a host of local amenities and transport links.,"£325,000",Added yesterday,"Walker Wylie Estate Agents, Glasgow",www.rightmove.co.uk/properties/107077928
3 bedroom apartment for sale,"Wilton Street, North Kelvinside, Glasgow",Situated on the quiet residential no through part of Wilton Street and returning onto Lothian Gardens in the incredibly popular North Kelvinside. This delightful and spacious five apartment flat is tastefully presented and great care has been taken to maintain and enhance its countless period fea...,"£325,000",Added on 29/06/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/107077928
3 bedroom flat for sale,"Westbank Quadrant, Flat 3/1, Hillhead, Glasgow, G12 8NT","HD Video Available. Occupying a prominent position and offering stunning views over the River Kelvin and Kelvingrove Park, lies this exceptionally spacious three-bedroom flat. This trendy, top floor apartment has undergone a complete refurbishment by the current owners and is in ""turn ...","£325,000",Added on 02/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/107935187
5 bedroom town house for sale,"3C Falcon Terrace, Maryhill, Glasgow, G20 0AG",Absolutely superb five bedroom semi detached modern family townhouse in a quiet cul de sac in this desirable residential location. ,"£325,000",Added on 25/06/2021,"Pacitti Jones, Glasgow",www.rightmove.co.uk/properties/107935187
3 bedroom terraced house for sale,"Second Avenue , Kings Park, Glasgow , G44 4TE","HD Video Available. A quite superb and substantial traditional sandstone mid terrace villa offering spacious and flexible family accommodation over two levels. The property is located in the central and enviable residential suburb of Kings Park and offers a wealth of period features, private enc...","£325,000",Added yesterday,"Clyde Property, Shawlands",www.rightmove.co.uk/properties/106875290
2 bedroom apartment for sale,"Plot 2, City Garden Apartments St George’s Road, Glasgow, G3 6LB",Plot 2 is a contemporary 2 bedroom first floor apartment set within the stunning new City Garden Apartments development bordering Glasgow's West End and City Centre.,"£325,000",Added on 28/01/2021,"Corum, West End",www.rightmove.co.uk/properties/106875290
4 bedroom detached house for sale,"Redwood Crescent, Redwood, EAST KILBRIDE","* Fantastic Open Plan Kitchen/Dining Area Ideal For Entertaining * Four Bedrooms Bedroom One With Walk-In Wardrobes & En-Suite Shower Room * Monobloc Driveway & Single Integral Garage * Solar Panelling To Reduce Energy Bills, Gas Central Heating & Double Glazing ","£324,995",Added on 21/06/2021,"Home Connexions, East Kilbride",www.rightmove.co.uk/properties/108837389
4 bedroom detached house for sale,"Glasgow,
G53 7YZ","The Balerno four bedroom detached home with single integral garage is a perfect family home. Downstairs the Balerno features a welcoming hall, rear aspect lounge with French doors leading to the rear garden, dining kitchen and utility area, separate front aspect dining room and downstairs cloa...","£324,995",Added on 04/05/2021,Persimmon Homes,www.rightmove.co.uk/properties/108837389
2 bedroom flat for sale,"Flat 6, 6 Kirklee Gate,Kelvinside,G12 0SZ","An extremely sought after two bedroom, south facing, second floor flat with private garage, and balcony within an outstanding cul-de-sac development built by Dickie Homes.","£320,000",Added on 18/06/2021,"Corum, West End",www.rightmove.co.uk/properties/109638074
3 bedroom flat for sale,"Leslie Street, Glasgow",Seldom available main door entry apartment which forms part of a handsome blonde sandstone tenement building in the heart of the highly sought-after area of Pollokshields. Extremely spacious and flexible accommodation with stunning original features including ornate cornicing detail.,"£320,000",Reduced on 04/05/2021,"Yopa, Scotland",www.rightmove.co.uk/properties/109638074
4 bedroom bungalow for sale,"Rannoch Drive, Bearsden, Glasgow, East Dunbartonshire, G61","An exceptionally flexible, spacious and well laid out four bedroom detached bungalow in a highly sought after location in Kessington close to local amenities and excellent transport links. The property has been well maintained yet still offers huge potential and would be perfect for a family or e...","£320,000",Added on 14/06/2021,"Slater Hogg & Howison, Bearsden, Glasgow",www.rightmove.co.uk/properties/109755560
3 bedroom detached house for sale,"Giffnock Park Avenue, Giffnock, Glasgow","Somewhat unique within the Giffnock postal area, this seldom available style of detached home sits within comfortable range of a wide variety of amenities and delivers an impressively spacious and noticeably bright composition of apartments.","£320,000",Added on 15/04/2021,"Allen & Harris, Clarkston Glasgow",www.rightmove.co.uk/properties/109755560
4 bedroom detached house for sale,"Scalloway Road, Cambuslang, Glasgow","A truly impressive, bright and beautifully proportioned detached villa occupying a superb position within a modern sought after estate. The accommodation has been well maintained to an extremely high standard by its present owners. Viewing advised.","£320,000",Added on 29/06/2021,"Allen & Harris, Burnside Glasgow",www.rightmove.co.uk/properties/109665038
3 bedroom flat for sale,"Novar Drive, Hyndland, Glasgow, G12"," A three bedroom, second floor, traditional tenement apartment enjoying a much favoured dining sized kitchen. This well presented flat offers bright and spacious accommodation and comprises; reception hallway with a store room off the hallway. A front facing and generously si...","£320,000",Added yesterday,"Countrywide, West End",www.rightmove.co.uk/properties/109665038
4 bedroom apartment for sale,"Queen's Drive, Queens Park, Glasgow","***CLOSING DATE SET FRIDAY 2ND JULY AT 12PM*** Positioned on the iconic Queen's Drive is this generous, five apartment flat with the benefit of its own private front garden. The property has been superbly maintained and improved by the current owners to create a beautiful home of ...","£320,000",Added on 18/06/2021,"Rettie & Co, Shawlands",www.rightmove.co.uk/properties/80487267
4 bedroom detached house for sale,"Wellesley Drive, Hairmyres, East Kilbride, G75 8TR","Situated in a highly desirable pocket within Hairmyres is this individually built 4 bedroom detached villa with driveway, integral garage and many features listed. It is a short walk to Hairmyres Train Station, regular bus services, Primary and Secondary schools.","£320,000",Added on 14/05/2021,"Joyce Heeps Homes, East Kilbride",www.rightmove.co.uk/properties/109617308
3 bedroom apartment for sale,"Plot 34 Fairfields, Meadow Road, Partick, G11 6HX","Fairfields is an exciting new development of 45 flats including a beautiful penthouse collection, situated in the popular and sought after West End of Glasgow.","£320,000",Added on 21/08/2020,"Corum, West End",www.rightmove.co.uk/properties/106939958
4 bedroom detached house for sale,"Gartloch Avenue,
Gartcosh,
Glasgow,
G69 8FH", LOOK at the AMAZING GREEN BAY 4 bedroom DETACHED HOME with large DETACHED GARAGE. LUXURY LIVING within one of the most SOUGHT AFTER LOCATIONS. BEAUTIFULLY DESIGNED HOME which oozes space and sophistication set within beautiful surroundings EXCELLENT DESIGN. BI FOLD DOORS Integrated appliances !! ,"£319,995",Added on 13/06/2021,Oak-NGate Ltd,www.rightmove.co.uk/properties/106939958
3 bedroom end of terrace house for sale,"Earlspark Avenue, Newlands , Glasgow, G43 2HE","HD Property Video Available. A quite superb red sandstone end terraced villa offering spacious and flexible living accommodation within the enviable and sought after Newlands district. This handsome family home sits on a generous plot including private and enclosed front, and rear gardens and bo...","£319,000",Added on 17/06/2021,"Clyde Property, Shawlands",www.rightmove.co.uk/properties/96361262
2 bedroom flat for sale,"Plot 51, Merchants Gate, 69 Springkell Avenue, Glasgow","Apartment 51 is a beautiful two-bedroom property at the stunning Merchants Gate development in Glasgow. This apartment is located on the first floor, features a walk out balcony and measures 931 square feet.","£318,000",Added on 23/12/2020,"Corum, Shawlands",www.rightmove.co.uk/properties/96361262
2 bedroom apartment for sale,"Park Circus Place, Glasgow","Having a huge amount of character and individuality this immaculately presented, generously proportioned and versatile four apartment ground floor conversion is within the landmark “Park House” development, the converted former bank building located on the corner of Park Circus Place ...","£315,000",Added on 24/05/2021,"Rettie & Co, West End",www.rightmove.co.uk/properties/108708983
2 bedroom flat for sale,"0/2 56 Queensborough Gardens, Hyndland, G12 9TU","An extremely rare, two-bedroom ground floor corner apartment with private garden, providing dual aspects to Queensborough Gardens and Polwarth Street, in the much sought-after area of Hyndland.","£315,000",Added on 25/06/2021,"Corum, West End",www.rightmove.co.uk/properties/108708983
3 bedroom semi-detached house for sale,"Balcarres Avenue, Kelvindale, Glasgow, G12 0QR","HD Video Available. Set within a broad corner plot and enjoying an extremely central yet peaceful location in Kelvindale, this professionally extended three-bedroom, semi-detached villa offers bright, comfortable family accommodation and benefits from enclosed gardens and single-car driveway. ","£315,000",Added on 26/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/109029647
2 bedroom apartment for sale,"Flat 4/2, 21 Prince Albert Road, Hyndland, Glasgow G12 9JU","MODERN WEST END 2 BEDROOM PENTHOUSE APARTMENT WITH UNDERGROUND PARKING, A LIFT AND A RAISED, RESIDENTS COURTYARD SET IN THE LEAFY WEST END DISTRICT OF HYNDLAND OVERLOOKING KINGSBOROUGH GARDENS.","£315,000",Reduced on 25/06/2021,"Ivy Property, Glasgow",www.rightmove.co.uk/properties/109029647
4 bedroom property for sale,"Aurs Road,
Barrhead,
Glasgow,
G78","FOUR bedroom home. LIVING ROOM with bay. DESIGNER KITCHEN, INTEGRAL GARAGE and BI-FOLDS. Master includes FITTED WARDROBE and EN SUITE. ","£314,995",Added on 21/05/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/80269767
4 bedroom property for sale,"Aurs Road,
Barrhead,
Glasgow,
G78","FOUR bedroom home. LIVING ROOM with bay. DESIGNER KITCHEN, INTEGRAL GARAGE and BI-FOLDS. Master includes FITTED WARDROBE and EN SUITE. ","£314,995",Added on 21/05/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/80269767
4 bedroom terraced house for sale,"Malletsheugh Road,
Newton Mearns,
Glasgow,
G77","The impressive and flexible Helensburgh is ideal if you are looking for more space. The open-plan lounge comes with French doors it the perfect place to spend lazy Sunday mornings.
Your first floor will be the envy of your friends, with the open and bright bedroom one featuring added space, a sec...","£314,995",Added on 21/01/2021,David Wilson Homes,www.rightmove.co.uk/properties/107541206
4 bedroom terraced house for sale,"Malletsheugh Road,
Newton Mearns,
Glasgow,
G77","The Helensburgh is designed over three storeys to maximise space.
French doors lead to the back garden from the open-plan lounge with dining area, while a fully fitted kitchen overlooks the front garden.
Upstairs are two double bedrooms, the family bathroom – with separate shower – an...","£314,995",Added on 19/03/2021,David Wilson Homes,www.rightmove.co.uk/properties/107541206
4 bedroom detached house for sale,"Boydstone Path,
Pollokshaws,
G43","The Thurso features a lounge , separate dining room or playroom/office, open plan kitchen/dining area with direct access to rear garden, downstairs cloakroom, large upper landing with window providing light, bedroom one en suite and family bathroom.","£314,995",Added on 28/06/2021,Persimmon Homes,www.rightmove.co.uk/properties/109452842
2 bedroom flat for sale,"Plot 38, Merchants Gate, 69 Springkell Avenue, Glasgow",Apartment 38 is a beautiful two bedroom south facing second floor property with walk out balcony.,"£312,000",Added on 30/11/2020,"Corum, Shawlands",www.rightmove.co.uk/properties/109452842
4 bedroom flat for sale,"Balvicar Drive, Glasgow, Lanarkshire, G42","An impressive traditional town flat enjoying a favoured position within Queens Park and enjoying lovely open park aspects to the front. The tenement building has recently undergone extensive refurbishment including full roof replacement, new guttering and stone repairs. The property ...","£310,000",Added on 24/06/2021,"Slater Hogg & Howison, Shawlands, Glasgow",www.rightmove.co.uk/properties/109522649
3 bedroom detached villa for sale,"58 St Andrews Drive, Bearsden, G61 4NW","Detached villa, on large, level plot, located within an extremely popular, modern development.","£310,000",Added on 10/05/2021,"Corum, Bearsden",www.rightmove.co.uk/properties/109522649
3 bedroom town house for sale,"Burnhead Road, Newlands, G43",HD Video Walkthrough and 360 Tour Available. An opportunity to purchase a seldom available modern town house set within a wonderfully peaceful and highly desirable residential development located on Burnhead Road in Newlands. Early viewing is absolutely essential to appreciate.,"£310,000",Added on 22/06/2021,"Scottish Property Centre, Shawlands",www.rightmove.co.uk/properties/106571393
4 bedroom house for sale,"Dorchester Gate, Baillieston, Glasgow","This exceptional former school conversion offers stunning living accommodation which is contemporary, stylish and beautifully finished throughout. The former Bargeddie Primary School was converted back in 2017 into four individual and substantial villas which are thoughtfully designed an...","£309,995",Added on 31/03/2021,"Residence Estate Agents, Uddingston",www.rightmove.co.uk/properties/106571393
4 bedroom detached house for sale,"Redwood Crescent, Redwood, EAST KILBRIDE","* Fantastic Open Plan Kitchen/Dining Area Ideal For Entertaining * Four Bedrooms Bedroom One With Built-In Wardrobes & En-Suite Shower Room * Monobloc Driveway & Single Integral Garage * Solar Panelling To Reduce Energy Bills, Gas Central Heating & Double Glazing ","£309,995",Added on 22/04/2021,"Home Connexions, East Kilbride",www.rightmove.co.uk/properties/107353508
4 bedroom detached house for sale,"Oakridge Road,
Bargeddie,
Glasgow,
G69","Looking for a new home in a fantastic location? Look no further than The Fairways. Nestled between Bargeddie & Coatbridge and surrounded by green space, you and your family will never be short of something to do, from scenic walks to taking advantage of local amenities.
Local schools and nur...","£309,995",Added on 12/03/2021,Barratt Homes,www.rightmove.co.uk/properties/107353508
2 bedroom apartment for sale,"Broomgate, Ayr Road, Newton Mearns","An impressive and well presented two bedroom second floor apartment finished to a high standard and specification, close to local amenities and The Avenue.","£309,000",Added on 29/06/2021,"Nicol Estate Agents, Newton Mearns",www.rightmove.co.uk/properties/107353502
2 bedroom flat for sale,"Crookfur Road, Newton Mearns, Glasgow, G77",A beautiful luxury first floor flat forming part of the Ashbrae development extending to 930 square feet with a private balcony.,"£309,000",Added on 24/11/2020,"Corum, Newton Mearns",www.rightmove.co.uk/properties/107353502
3 bedroom flat for sale,"Novar Drive, Flat 3/1, Hyndland, Glasgow, G12 9TZ","HD Video Available. Held on the top floor of a traditional red sandstone tenement building, lies this well presented three-bedroom apartment. Novar Drive is one of West End's most sought after addresses, and is particularly popular for those downsizing from larger home and young profes...","£309,000",Added on 17/06/2021,"Clyde Property, Westend",www.rightmove.co.uk/properties/80219289
2 bedroom apartment for sale,"Plot 37 Fairfields, Meadow Road, Partick, G11 6HX","Fairfields is an exciting new development of 45 flats including a beautiful penthouse collection, situated in the popular and sought after West End of Glasgow.","£307,500",Added on 21/08/2020,"Corum, West End",www.rightmove.co.uk/properties/109458395
2 bedroom flat for sale,"Crookfur Road, Newton Mearns, Glasgow, G77",Apartment 15 is a beautiful two bedroom luxury flat that forms part of the stunning Ashbrae development. This dual aspect luxury flat extends to 912 square feet.,"£307,000",Added on 24/11/2020,"Corum, Newton Mearns",www.rightmove.co.uk/properties/84147718
4 bedroom property for sale,"Aurs Road,
Barrhead,
Glasgow,
G78",Feel-good vibes come from a home with DESIGNER KITCHEN with INTEGRATED APPLIANCES. BI-FOLD doors into the rear garden. A master bedroom with EN SUITE.,"£306,995",Added on 16/06/2021,Avant Homes Scotland,www.rightmove.co.uk/properties/84147718
